"Sample.Size","Option.Price","Standard.Error","Lower.CI","Upper.CI","Exact.Put.Price","Absolute.Error","Time..seconds."
1000,5.0520709243846,0.224990322668139,4.611097995085,5.4930438536842,5.07463654322184,0.0225656188372385,0.00135493278503418
4000,5.07107406867026,0.113339838336076,4.84893206751796,5.29321606982256,5.07463654322184,0.00356247455157988,0.00387310981750488
16000,5.07406676935504,0.056770467612775,4.9627986974485,5.18533484126157,5.07463654322184,0.000569773866799572,0.0104291439056396
64000,5.0745513441219,0.0283964705832305,5.01889528449072,5.13020740375309,5.07463654322184,8.51990999306551e-05,0.0415630340576172
256000,5.07462622552046,0.0141994601877771,5.04679579495251,5.10245665608841,5.07463654322184,1.03177013750511e-05,0.185509920120239
1024000,5.0746361684041,0.00709986117469132,5.06072069620647,5.08855164060173,5.07463654322184,3.74817735071531e-07,0.790277004241943
