"Sample.Size..n.","Anithetic.Sample.Size..n.2.","Option.Price","Standard.Error","Lower.CI","Upper.CI","Exact.Put.Price","Absolute.Error","Time..seconds."
1000,500,5.34556019543605,0.168825265686491,5.01466875501012,5.67645163586198,5.07463654322184,0.270923652214218,0.000794172286987305
4000,2000,5.06815515630353,0.0812798917869101,4.90884949573387,5.22746081687319,5.07463654322184,0.00648138691830624,0.00340509414672852
16000,8000,5.03736582733405,0.0397200241980517,4.9595160104408,5.11521564422729,5.07463654322184,0.0372707158877903,0.0136590003967285
64000,32000,5.07310113321467,0.0200428329530421,5.03381790247855,5.11238436395078,5.07463654322184,0.00153541000716739,0.0620248317718506
256000,128000,5.06835091716515,0.0100613662649215,5.04863100165063,5.08807083267966,5.07463654322184,0.00628562605668836,0.207947969436646
1024000,512000,5.07357777721764,0.00502392471667428,5.06373106571192,5.08342448872336,5.07463654322184,0.00105876600419741,0.633556842803955
